cluster	gene	p_val_adj	p_val	avg_log2FC	pct.1	pct.2
Myeloid	RNF130	7.044220447677503e-31	3.358388771240764e-35	1.199477843542347	0.74	0.369
Myeloid	CNPY3	9.796535010804862e-31	4.6705768823861086e-35	1.0540855828847533	0.69	0.314
Myeloid	EREG	9.967966277557934e-31	4.752308118025237e-35	1.735336305102466	0.29	0.014
Myeloid	LAT2	2.049905405251413e-30	9.773088940411981e-35	0.8460739928445641	0.43	0.023
Myeloid	P2RY13	4.109427094577016e-30	1.9592024288805795e-34	0.6706788822475912	0.25	0.001
Myeloid	MAFB	8.213835338555559e-30	3.916012080360219e-34	1.7610244932104726	0.55	0.219
Myeloid	SNX10	2.1308796747963254e-29	1.0159140285083792e-33	0.9612671320488289	0.5	0.062
Myeloid	PIK3AP1	3.647666579018237e-29	1.7390543880897434e-33	0.672771657940104	0.42	0.013
Myeloid	LGALS2	5.45558417048102e-29	2.600993645044586e-33	1.2527655033948413	0.24	0.001
Myeloid	PARVG	5.952729271280973e-29	2.8380115715284732e-33	0.7896738610370779	0.45	0.056
Myeloid	ARPC3	6.28827051502952e-29	2.997983559012882e-33	1.0345481832639036	0.97	0.812
Myeloid	TNFAIP8	7.175654798728599e-29	3.421051155532109e-33	1.12866390989519	0.59	0.12
Myeloid	C5AR1	1.164419816962063e-28	5.551465158341183e-33	1.1014427090652208	0.42	0.066
Myeloid	TNFAIP8L2	1.625718645732301e-28	7.750744437341125e-33	0.5325077460197918	0.3	0.003
Myeloid	EVI2A	2.19105287545725e-28	1.0446020860344458e-32	0.9067357861737383	0.43	0.016
Myeloid	BTK	1.433951213358987e-27	6.836477775251428e-32	0.5045785929445484	0.34	0.013
Myeloid	PDE4B	2.9455680314041153e-27	1.4043232569268726e-31	1.2050495094580174	0.46	0.057
Myeloid	MYO1F	3.1227095738038363e-27	1.488776912421376e-31	0.7534856455730964	0.48	0.025
Myeloid	IL10	3.348527831389883e-27	1.5964375834993484e-31	0.984693611568398	0.23	0.002
Myeloid	PTPN6	3.778949882247925e-27	1.8016447591170083e-31	0.8561785307296045	0.48	0.124
Myeloid	CLECL1	4.547829682647117e-27	2.1682143898198414e-31	0.5296719210635219	0.26	0.002
Myeloid	CD180	4.950771271801905e-27	2.360320034232136e-31	0.37201325202996827	0.22	0.0
Myeloid	P2RY6	6.001386340805645e-27	2.8612092208846937e-31	0.4726999697911661	0.25	0.004
Myeloid	LY96	6.3741990333745434e-27	3.0389506714538943e-31	0.984576607970544	0.54	0.046
Myeloid	CXCL16	1.0759705287314678e-26	5.129776060698297e-31	1.1960779902899352	0.51	0.206
Myeloid	ZEB2	1.2519994004734122e-26	5.969007868764778e-31	1.5667821523817342	0.66	0.151
Myeloid	ARPC2	1.8977735445915028e-26	9.047788055263422e-31	1.1296165991232392	0.92	0.791
Myeloid	GNA15	3.445392778447522e-26	1.6426187263158626e-30	0.7648899665569829	0.38	0.04
Myeloid	LINC01272	4.358974024291582e-26	2.07817593529992e-30	0.7009374554552703	0.25	0.005
Myeloid	IL10RA	9.195330592173821e-26	4.383947838938651e-30	0.7493764243250217	0.44	0.022
Myeloid	EFHD2	1.2750150299853838e-25	6.0787367341377055e-30	1.1170265041577063	0.71	0.379
Myeloid	DOCK8	1.3138522626612234e-25	6.263896365488551e-30	0.8657526272383643	0.55	0.048
Myeloid	CSF2RA	1.7069593122513725e-25	8.138065851019655e-30	0.8137976745684345	0.42	0.064
Myeloid	LGALS9	2.6763714824739607e-25	1.275981636459576e-29	0.9769133784019889	0.56	0.189
Myeloid	HLA-DOA	2.7232521749246615e-25	1.2983323837543082e-29	0.508137803175248	0.31	0.006
Myeloid	G0S2	2.8073830883414407e-25	1.3384424735835235e-29	2.853170051747252	0.45	0.162
Myeloid	FERMT3	3.279322742234679e-25	1.5634435004694538e-29	0.8478220819703404	0.52	0.088
Myeloid	SDS	3.31026147450287e-25	1.5781937899894492e-29	0.4898261552777641	0.22	0.002
Myeloid	HAMP	4.265007064900954e-25	2.0333764314188098e-29	1.46499803465318	0.25	0.006
Myeloid	STAB1	5.019393043576141e-25	2.3930360160076956e-29	1.3948145202829731	0.36	0.024
Myeloid	FGD2	6.672980915221907e-25	3.181397337412113e-29	0.5969871934125558	0.28	0.008
Myeloid	ITGAX	6.9839221729966385e-25	3.3296410836694343e-29	0.9943650264855454	0.45	0.019
Myeloid	SYK	9.189523357531713e-25	4.381179193102128e-29	0.791019661437105	0.51	0.138
Myeloid	IL4I1	9.376183121969898e-25	4.4701707375303445e-29	1.001259717250384	0.33	0.034
Myeloid	HCST	9.94553041577483e-25	4.7416116404170824e-29	1.4308575898762783	0.66	0.085
Myeloid	NCF1	1.4204033316490403e-24	6.771887159232612e-29	0.799456372927471	0.38	0.019
Myeloid	CASP1	1.791404294584618e-24	8.540664098138822e-29	0.8570184821534077	0.43	0.074
Myeloid	NLRP3	1.8074032116167338e-24	8.61694022224903e-29	0.7738978739985127	0.26	0.004
Myeloid	FCGR1B	2.3713413539627375e-24	1.1305560686353933e-28	0.4696141410776294	0.21	0.001
Myeloid	LILRA5	3.096124454622056e-24	1.4761022429664153e-28	0.40156018120063586	0.2	0.0
Myeloid	ALOX5	4.2783937456393146e-24	2.039758639160579e-28	0.6057668549938431	0.32	0.03
Myeloid	BID	4.5964220878270705e-24	2.1913812099294733e-28	0.8983840299778332	0.57	0.174
Myeloid	SH2B3	6.602803511813701e-24	3.1479396957395473e-28	0.8129001479032105	0.48	0.056
Myeloid	CD1D	7.259678742481605e-24	3.4611102467135186e-28	0.5931792410545165	0.3	0.012
Myeloid	RGS19	7.830443637442672e-24	3.733227002356459e-28	0.7672038600228883	0.45	0.087
Myeloid	OSCAR	8.318892128833935e-24	3.96609875033799e-28	0.34304782447996796	0.25	0.004
Myeloid	PLAC8	1.5837578458405508e-23	7.550692947988323e-28	1.567223538798428	0.35	0.07
Myeloid	SLC2A5	1.601904727873629e-23	7.637209668050674e-28	0.619291101447896	0.24	0.005
Myeloid	CD52	1.7273231943387705e-23	8.235152297205104e-28	1.5870042364781227	0.59	0.082
Myeloid	C15orf48	2.7335489357698725e-23	1.3032414473277105e-27	1.8726253929250418	0.41	0.134
Myeloid	GNAI2	3.284924619822957e-23	1.5661142406784064e-27	1.1076920725371784	0.87	0.572
Myeloid	PTGER4	3.9848731709671104e-23	1.8998203437268703e-27	1.0770700332691139	0.45	0.054
Myeloid	TAGAP	6.009555121807364e-23	2.8651037529474915e-27	0.8060363947627146	0.46	0.02
Myeloid	TMEM176B	7.142845819623231e-23	3.405409210785807e-27	1.422268231764906	0.44	0.08
Myeloid	CXCR4	7.285659905987995e-23	3.473496975441237e-27	1.9056936512376854	0.6	0.261
Myeloid	SIGLEC1	7.617496149507799e-23	3.631702574258784e-27	0.33901291757039875	0.19	0.0
Myeloid	SLC11A1	8.825688098042731e-23	4.207717805979848e-27	0.9597294002027386	0.3	0.039
Myeloid	PILRA	1.6634820648163777e-22	7.9307845760018e-27	0.7783807411204843	0.38	0.051
Myeloid	MFSD1	2.524504125126196e-22	1.203577652026792e-26	0.9080301455526342	0.58	0.197
Myeloid	TNFRSF1B	4.0189955792464805e-22	1.9160884763987987e-26	0.9328966209326333	0.55	0.11
Myeloid	CYTH4	5.299124052153576e-22	2.5264000248646372e-26	0.6099163748033996	0.32	0.009
Myeloid	UNC93B1	6.699381207003041e-22	3.1939838889168254e-26	0.8171471205101165	0.55	0.204
Myeloid	HLA-A	6.9963458444735065e-22	3.335564168998096e-26	1.1125149673112515	0.98	0.869
Myeloid	SKAP2	8.184959339040339e-22	3.9022452152754894e-26	0.8544031845802006	0.5	0.184
Myeloid	ABI3	8.761122636451406e-22	4.1769357027181913e-26	0.7930752937695046	0.42	0.04
Myeloid	TPP1	1.0815218508994663e-21	5.156242435754309e-26	0.9596096176049231	0.63	0.251
Myeloid	GM2A	1.596759554864706e-21	7.612679641786441e-26	0.8004585167032796	0.42	0.103
Myeloid	GPR84	1.6133567095082762e-21	7.69180791183922e-26	0.43634982683520535	0.22	0.001
Myeloid	CYSLTR1	1.733119571655168e-21	8.26278699239651e-26	0.5351590792495882	0.28	0.009
Myeloid	CTSH	2.0249019315070315e-21	9.653882867733166e-26	1.2262560028303646	0.7	0.4
Myeloid	GRB2	3.2303109107227645e-21	1.5400767154816518e-25	1.0911630293098724	0.71	0.42
Myeloid	FOLR2	3.413691996133762e-21	1.6275051233057267e-25	1.0386349546516869	0.25	0.012
Myeloid	SELL	5.2328940506934955e-21	2.4948243388288416e-25	0.7565093216758354	0.22	0.003
Myeloid	EMP3	5.6503038245964996e-21	2.6938278067206197e-25	1.1888075073327362	0.86	0.368
Myeloid	OGFRL1	8.583546918030469e-21	4.0922750503125004e-25	0.8819082836912266	0.46	0.165
Myeloid	RHBDF2	9.461729209521004e-21	4.510955523013589e-25	0.5696419462622483	0.34	0.061
Myeloid	SIGLEC9	1.4913336487149247e-20	7.11005315239535e-25	0.2906749150313635	0.22	0.001
Myeloid	RHOG	1.6683804890676252e-20	7.954138207712159e-25	1.0305025493863056	0.6	0.263
Myeloid	LIMD2	2.230692803319031e-20	1.063500740557345e-24	0.9553753489313225	0.52	0.108
Myeloid	WDFY4	3.2141754981730636e-20	1.532384027734476e-24	0.3950964926130182	0.2	0.001
Myeloid	POU2F2	3.7560276886917097e-20	1.790716418923342e-24	0.9087447884267519	0.34	0.05
Myeloid	CTSD	3.79793181244817e-20	1.8106945470551466e-24	2.3344753833971774	0.66	0.63
Myeloid	CD1C	4.469513553182764e-20	2.13087654502158e-24	0.948468766138638	0.17	0.0
Myeloid	CXorf21	4.469515555593957e-20	2.130877499687226e-24	0.29703101232678397	0.17	0.0
Myeloid	SIRPA	6.33330688574295e-20	3.0194550110812633e-24	0.7107917148238024	0.38	0.054
Myeloid	MARCO	8.158952175890264e-20	3.889846091008469e-24	1.2937901207299978	0.17	0.001
Myeloid	GLIPR1	1.2068172837772197e-19	5.753598492382454e-24	1.0438577338456718	0.65	0.192
Myeloid	VMO1	1.3405296317413243e-19	6.3910828688501756e-24	0.7409377625170258	0.25	0.017
Myeloid	ZNF385A	1.4151384945162312e-19	6.746786624630423e-24	0.688464174612804	0.44	0.08
Myeloid	SLAMF7	1.6068059807961525e-19	7.660576785678915e-24	0.6566453288707355	0.24	0.006
Myeloid	MILR1	1.818809932213943e-19	8.671322680400205e-24	0.5631471670271797	0.3	0.016
Myeloid	PPIF	1.8207954961808526e-19	8.680789016356866e-24	1.0740248079302206	0.44	0.202
Myeloid	PIK3R5	1.8391993671125882e-19	8.768530951669074e-24	0.40323616293902587	0.2	0.003
Myeloid	S100A4	2.259774000956994e-19	1.0773654354979708e-23	1.4844045956449823	0.83	0.462
Myeloid	TLR7	2.6022508078041456e-19	1.2406440084882696e-23	0.41973744091073245	0.19	0.005
Myeloid	FMNL1	2.628493547637291e-19	1.253155445834227e-23	0.6357623031212337	0.39	0.036
Myeloid	NINJ1	4.831545211593844e-19	2.3034780508194726e-23	1.1503678275806999	0.61	0.271
Myeloid	CLEC12A	5.104525489096179e-19	2.4336235943247577e-23	0.43485154999958003	0.23	0.003
Myeloid	CFP	5.710773666078207e-19	2.7226572901445565e-23	0.5009734460592301	0.18	0.005
Myeloid	FXYD5	6.34584156662277e-19	3.025431021035886e-23	1.0200223119551386	0.73	0.195
Myeloid	DSE	6.722151954482828e-19	3.2048400259751266e-23	0.737587466585991	0.4	0.076
Myeloid	CELF2	8.435410964804091e-19	4.021650042814823e-23	0.9775436303224884	0.63	0.159
Myeloid	LPXN	1.1637201893762322e-18	5.548129627538652e-23	0.5891672550676375	0.39	0.044
Myeloid	RGS18	2.6752912676501345e-18	1.2754666353516732e-22	0.3900326196198486	0.19	0.001
Myeloid	FCGRT	2.7909697975242367e-18	1.330617305136704e-22	1.1811097443181546	0.78	0.486
Myeloid	CIITA	2.9930996217683495e-18	1.4269843250385456e-22	0.3403467890449179	0.23	0.008
Myeloid	ARL11	6.833587538222328e-18	3.257967837054745e-22	0.36952522442662444	0.2	0.002
Myeloid	MMP9	9.832216045180231e-18	4.687588102588906e-22	0.9052767487428492	0.18	0.002
Myeloid	FPR1	1.0485817348866131e-17	4.999197782534508e-22	0.29492424443356025	0.16	0.001
Myeloid	OSM	1.1745001958328231e-17	5.599524175603447e-22	0.5659102717454932	0.21	0.009
Myeloid	CYTIP	4.489752942638932e-17	2.1405258367766064e-21	0.7448682209003419	0.42	0.029
Myeloid	HCAR3	5.148899073751337e-17	2.4547790578075505e-21	0.5517833120712181	0.16	0.001
Myeloid	HMHA1	6.39291544181764e-17	3.0478738697581124e-21	0.6198317018364653	0.36	0.047
Myeloid	MPP1	6.549673951839498e-17	3.122609750579022e-21	0.5890443907394094	0.36	0.075
Myeloid	RASSF4	6.831794199549466e-17	3.2571128484145253e-21	0.9594659091084461	0.44	0.115
Myeloid	GRN	7.074530682800116e-17	3.372839419690162e-21	1.1710625557971537	0.81	0.605
Myeloid	PREX1	7.362915206075205e-17	3.5103290612992634e-21	0.7522930527766774	0.43	0.101
Myeloid	SLC8A1	1.0988408513360568e-16	5.238812163699913e-21	0.8261760885428886	0.51	0.083
Myeloid	LAP3	1.1210291409915882e-16	5.344596619745355e-21	1.0279009811299118	0.61	0.394
Myeloid	CKLF	1.133003689229878e-16	5.401686241858775e-21	1.0711881389894935	0.63	0.322
Myeloid	LILRB3	1.4814538571230545e-16	7.062950451123025e-21	0.362592158211297	0.25	0.016
Myeloid	PLEKHO1	2.1596601861526496e-16	1.0296353688451249e-20	0.9339988226239491	0.64	0.267
Myeloid	TSPAN33	2.726056002529514e-16	1.2996691311225335e-20	0.4188795661832569	0.24	0.02
Myeloid	ADAM8	2.778009710748385e-16	1.324438479498634e-20	0.6375233416697869	0.28	0.023
Myeloid	GSTO1	2.8473921551877945e-16	1.3575171180871487e-20	0.9563486267101697	0.82	0.585
Myeloid	NAGK	3.100348024073264e-16	1.4781158636821282e-20	0.7432110773323313	0.53	0.248
Myeloid	DOCK10	4.0288133045844283e-16	1.9207691559401328e-20	0.613345202380388	0.35	0.024
Myeloid	ADAMDEC1	5.904914331805572e-16	2.815215414448425e-20	0.35118423951414296	0.14	0.0
Myeloid	RNASE2	5.904915025107312e-16	2.815215744985607e-20	0.45361467774850706	0.14	0.0
Myeloid	ZEB2-AS1	6.462790850982762e-16	3.081187533245655e-20	0.3434164628936188	0.22	0.003
Myeloid	TNF	6.717655069159856e-16	3.202696099718644e-20	1.145877057320686	0.47	0.115
Myeloid	KB-1507C5.4	7.546784885619529e-16	3.597990410307284e-20	0.333699799087034	0.15	0.001
Myeloid	CD300A	7.677576687942719e-16	3.660346454323108e-20	0.6884536120912508	0.33	0.019
Myeloid	WIPF1	9.141371876090912e-16	4.3582225869324965e-20	0.7492351524496299	0.58	0.104
Myeloid	ASAH1	9.186502254579533e-16	4.3797388579640204e-20	1.330856193467534	0.72	0.565
Myeloid	PRAM1	1.0839492403869778e-15	5.167815210426593e-20	0.2949181735017186	0.18	0.005
Myeloid	RAC2	1.1766091835736893e-15	5.60957894433225e-20	0.8693930359032684	0.51	0.045
Myeloid	TLR2	1.637087460661041e-15	7.804946177168253e-20	0.533824061894464	0.26	0.036
Myeloid	PKIB	1.8790259078883776e-15	8.958407188979154e-20	0.5745557456357099	0.29	0.048
Myeloid	SLC16A3	2.3915631829266116e-15	1.1401969882844394e-19	0.9478464092543675	0.52	0.29
Myeloid	ACP5	2.4140513849367795e-15	1.150918419516939e-19	0.863807469155724	0.39	0.054
Myeloid	MGAT1	2.6596182515200738e-15	1.2679943988176752e-19	0.936172400828362	0.63	0.368
Myeloid	PRMT9	3.205284773432719e-15	1.52814530318604e-19	0.9648728289472588	0.41	0.137
Myeloid	TREM1	3.3325226744712217e-15	1.5888069961722154e-19	0.28642035897572576	0.17	0.002
Myeloid	INPP5D	3.732217407888949e-15	1.779364675989964e-19	0.531915929208041	0.36	0.034
Myeloid	PPT1	4.994570889716944e-15	2.381201854453847e-19	0.8426600522259117	0.61	0.26
Myeloid	ITGAM	5.099450190942012e-15	2.431203905097503e-19	0.37270555084854706	0.21	0.009
Myeloid	CYB561A3	5.5173341533602896e-15	2.6304334461789225e-19	0.7602103389514887	0.36	0.137
Myeloid	IKZF1	7.0422176893619085e-15	3.357433940101029e-19	0.5403704211887312	0.34	0.019
Myeloid	IL1RN	7.599987792103759e-15	3.6233553240065597e-19	1.3531320402686247	0.25	0.091
Myeloid	ADAM28	8.551602747725442e-15	4.0770454101194003e-19	0.6010644419438599	0.41	0.131
Myeloid	RP5-1171I10.5	9.432674074267042e-15	4.497103253524215e-19	0.5844706019106379	0.31	0.014
Myeloid	ZNF331	9.549965867940452e-15	4.553023059804745e-19	1.2538287128246983	0.57	0.328
Myeloid	LIPA	1.1850539326285355e-14	5.64983996485595e-19	1.038967011718035	0.51	0.236
Myeloid	TLR8	1.3711366058987318e-14	6.537004080566063e-19	0.22400443687385252	0.13	0.0
Myeloid	CD72	1.5136440757104817e-14	7.21641990803567e-19	0.38446124088189554	0.22	0.006
Myeloid	BCL11A	1.7630626154847584e-14	8.405542862859396e-19	0.630346279923828	0.22	0.044
Myeloid	IRF4	1.7719609453241857e-14	8.447966366265487e-19	0.9856391244355975	0.19	0.009
Myeloid	AP2S1	1.97354762589081e-14	9.40904708410398e-19	0.8627305951049642	0.82	0.612
Myeloid	CREG1	2.6791454833824246e-14	1.2773041637103335e-18	1.1081696404568517	0.57	0.362
Myeloid	OTOA	2.994354690613651e-14	1.4275826892079385e-18	0.37956161032455377	0.17	0.007
Myeloid	OAS1	3.1692331140803214e-14	1.5109573845436574e-18	0.5029230157584541	0.32	0.044
Myeloid	LACTB	3.2042019009686806e-14	1.5276290350267846e-18	0.6820229579005584	0.47	0.194
Myeloid	SLC31A2	4.158575028130017e-14	1.9826341016114504e-18	0.6648669703913127	0.41	0.107
Myeloid	GATM	5.3332893961922455e-14	2.5426886275052423e-18	0.6109140695078168	0.29	0.05
Myeloid	OTUD1	5.601834499815094e-14	2.670719666181213e-18	1.0957717433852614	0.49	0.229
Myeloid	C10orf54	6.141430452882265e-14	2.9279763780129987e-18	0.8222282065641028	0.53	0.111
Myeloid	GK	6.236919531281839e-14	2.9735015643775156e-18	0.5268337724800544	0.27	0.065
Myeloid	STAT1	7.058795190739416e-14	3.3653373972535953e-18	0.7964719701676617	0.55	0.293
Myeloid	CSF2RB	7.142708091217356e-14	3.4053435476602413e-18	0.454266003130897	0.21	0.006
Myeloid	SLC15A3	7.756279799287837e-14	3.697868795846406e-18	0.4652003824826101	0.28	0.019
Myeloid	STAC3	7.79357419629811e-14	3.715649199665368e-18	0.2566932037966469	0.17	0.012
Myeloid	APOE	7.894928277794119e-14	3.763970573441773e-18	2.790113226386651	0.57	0.314
Myeloid	DOK2	8.20097741909374e-14	3.90988196381108e-18	0.6461459878174665	0.35	0.025
Myeloid	KCNAB2	1.0226584366873531e-13	4.875606372764496e-18	0.42569708620990704	0.28	0.031
Myeloid	PLBD1	1.0688383899940103e-13	5.09577301546608e-18	0.6240950302322015	0.37	0.061
Myeloid	SH3KBP1	1.3014698109026017e-13	6.204862030524919e-18	0.7207702877492445	0.52	0.158
Myeloid	BIN2	2.59378657005455e-13	1.2366086150438854e-17	0.5171359418722961	0.32	0.021
Myeloid	SPN	2.8596344778789134e-13	1.3633537439232006e-17	0.5386386366841084	0.33	0.018
Myeloid	IGKC	3.022027143219305e-13	1.440775753620646e-17	2.6634780900637005	0.14	0.015
Myeloid	LINC00528	3.157952403179709e-13	1.5055792148651772e-17	0.2100777753087486	0.12	0.0
Myeloid	AC011899.9	3.1579558141662237e-13	1.5055808410804403e-17	0.24183508511719226	0.12	0.0
Myeloid	RP11-556E13.1	3.157955905140849e-13	1.505580884453325e-17	0.22379746496131747	0.12	0.0
Myeloid	RASSF5	3.48100254347272e-13	1.659595968282584e-17	0.6780242065791511	0.3	0.027
Myeloid	VASP	3.483148931673889e-13	1.6606192761258112e-17	0.9017620110628197	0.67	0.403
Myeloid	JCHAIN	4.1896687160712827e-13	1.997458267495248e-17	1.9976779068044417	0.12	0.001
Myeloid	UBA52	4.82677056859118e-13	2.3012017013545552e-17	0.6040548532004704	1.0	0.961
Myeloid	TMSB4X	5.847684749491352e-13	2.7879307506514196e-17	0.7853767129964488	1.0	1.0
Myeloid	TTYH3	6.494944133425314e-13	3.0965168693326885e-17	0.7323346566459191	0.39	0.131
Myeloid	EPSTI1	7.765575912374397e-13	3.702300792550368e-17	0.6742980982750323	0.44	0.164
Myeloid	HLA-DQB2	9.044896668855631e-13	4.312227255711862e-17	0.3976272242171049	0.12	0.001
Myeloid	S100B	1.1305451373054957e-12	5.3899648977616e-17	1.5263443227271045	0.22	0.004
Myeloid	DAB2	1.1445253525878032e-12	5.456616698869145e-17	1.2303677603369856	0.53	0.29
Myeloid	GALM	1.2451921244535673e-12	5.936553632674933e-17	0.6676456641477757	0.44	0.155
Myeloid	PSMB9	1.3128162334164928e-12	6.258957012712719e-17	0.8416157026649362	0.67	0.368
Myeloid	F13A1	1.4594389926576136e-12	6.957992813623903e-17	0.8765322738098449	0.22	0.023
Myeloid	LTB	1.5083520962634944e-12	7.191189970266958e-17	1.3818743412709973	0.33	0.025
Myeloid	ACTR2	1.5306135079685734e-12	7.2973230415665e-17	0.7474484243604664	0.84	0.643
Myeloid	RELT	1.632478318623416e-12	7.78297172168494e-17	0.5185978781475165	0.34	0.087
Myeloid	HVCN1	1.7070246450922267e-12	8.138377330594645e-17	0.5118001741467813	0.32	0.031
Myeloid	GPNMB	2.0844423536488404e-12	9.937746620495067e-17	1.5875283460131049	0.45	0.148
Myeloid	RAB31	2.3490724742954728e-12	1.119939201094385e-16	0.8683889352373456	0.52	0.2
Myeloid	REL	2.806661409700375e-12	1.33809840748528e-16	1.0569820039118973	0.8	0.572
Myeloid	SAMHD1	2.9556505879724362e-12	1.4091301968879314e-16	0.9216452178622406	0.67	0.387
Myeloid	PPP1R18	3.4305481197829637e-12	1.6355414158679207e-16	0.7088263607549201	0.54	0.158
Myeloid	ADPGK	3.774653757001938e-12	1.7995965468424016e-16	0.6192761045013104	0.47	0.214
Myeloid	CX3CR1	3.880408682419324e-12	1.8500160583643977e-16	0.25165184586766753	0.13	0.001
Myeloid	ARHGAP25	4.140626178633296e-12	1.9740768432101528e-16	0.3945539005791544	0.27	0.021
Myeloid	CARD16	4.980699482000475e-12	2.3745885492254946e-16	0.7520653881532291	0.44	0.138
Myeloid	EPB41L3	5.196907645243915e-12	2.477667530509614e-16	0.48429012984556163	0.33	0.048
Myeloid	DNASE1L3	6.221837154083328e-12	2.966310919705997e-16	0.7330974888495716	0.14	0.006
Myeloid	CTSA	6.2758394858892776e-12	2.992056965859012e-16	0.925452087115308	0.55	0.366
Myeloid	TMEM176A	6.80950949298506e-12	3.2464884352729724e-16	0.8682004667484396	0.32	0.062
Myeloid	RASSF2	7.183346898921144e-12	3.4247184261840973e-16	0.5994143772923394	0.38	0.061
Myeloid	SNX20	7.492823340506438e-12	3.5722638095382306e-16	0.3473706369785943	0.21	0.009
Myeloid	CD300LF	7.660647455510558e-12	3.6522753065604564e-16	0.266977659335297	0.15	0.001
Myeloid	H2AFY	8.193566213553913e-12	3.906348611944655e-16	0.7792310657148056	0.86	0.639
Myeloid	CEBPA	9.067976040450756e-12	4.323230531800122e-16	0.4444141947281437	0.26	0.022
Myeloid	ARPC5	9.24006720220708e-12	4.405276377691099e-16	0.7877620208843403	0.83	0.678
Myeloid	SMAP2	1.1403709771396232e-11	5.436810379688311e-16	0.7645612439418126	0.52	0.253
Myeloid	QKI	1.3833577451141362e-11	6.595269345001841e-16	0.7795498365416594	0.73	0.491
Myeloid	CACNA2D3	1.6055489752104625e-11	7.654583910419369e-16	0.260763067491138	0.16	0.019
Myeloid	FTH1	3.107558605424606e-11	1.4815535663526132e-15	0.9229884083952165	1.0	0.998
Myeloid	HCAR2	3.936398805677931e-11	1.87670980008483e-15	0.2535028039406936	0.13	0.003
Myeloid	SLC24A4	3.970005358558045e-11	1.892731994544956e-15	0.26548755153186804	0.15	0.006
Myeloid	MIR155HG	4.018841519197464e-11	1.916015027030972e-15	0.3759397711703628	0.22	0.021
Myeloid	UCP2	6.556162589962499e-11	3.125703261007151e-15	0.7978654705624871	0.7	0.398
Myeloid	TGFB1	7.140941050656349e-11	3.404501096856424e-15	0.685516986634083	0.6	0.182
Myeloid	AOAH	7.623907971803112e-11	3.6347594621230574e-15	0.44345199303274235	0.26	0.013
Myeloid	ST8SIA4	7.823061422117028e-11	3.72970747180788e-15	0.4502698107722049	0.23	0.027
Myeloid	FAM105A	8.23476204405684e-11	3.9259890555694115e-15	0.4865346317416532	0.31	0.037
Myeloid	SPIB	1.0605698265437923e-10	5.056351973987091e-15	0.49684908272527695	0.11	0.004
Myeloid	TNFRSF14	1.0865843845467673e-10	5.180378472213432e-15	0.6609385473274011	0.48	0.231
Myeloid	BRI3	1.2564383349466753e-10	5.9901708459913e-15	0.9162514175046699	0.82	0.676
Myeloid	SERPINA1	1.39335624354918e-10	6.6429379906993096e-15	0.9410127100951846	0.46	0.223
Myeloid	MX2	1.3934907412477473e-10	6.643579219297961e-15	0.4793630070220612	0.28	0.032
Myeloid	APOBR	1.4060141669922828e-10	6.703285659081205e-15	0.3114670188421399	0.19	0.006
Myeloid	RENBP	1.4718945464845792e-10	7.017375668579638e-15	0.32252628624108454	0.21	0.012
Myeloid	ASGR2	1.638870495025124e-10	7.813446936949339e-15	0.21039259311702851	0.1	0.0
Myeloid	RETN	1.6388706000115585e-10	7.813447437480613e-15	0.6429979215064137	0.1	0.0
Myeloid	CD209	1.6388711391909713e-10	7.813450008061842e-15	0.2721156960188146	0.1	0.0
Myeloid	PTCRA	1.6388723875112106e-10	7.813455959529013e-15	0.3406293616736761	0.1	0.0
Myeloid	MYO1G	1.7104574959894322e-10	8.154743723429951e-15	0.4585347063264603	0.26	0.021
Myeloid	CLEC5A	1.7467284439897257e-10	8.327668386125033e-15	0.20459115449344817	0.11	0.001
Myeloid	SEPT6	1.7566999417519565e-10	8.375208303942581e-15	0.7115720650033457	0.47	0.153
Myeloid	RPPH1	1.84615032632085e-10	8.801670208919428e-15	0.7487788513007302	0.27	0.095
Myeloid	CYP27A1	1.851460181802412e-10	8.826985372121154e-15	0.845366584300766	0.31	0.129
Myeloid	ATP6V0B	2.334484395313552e-10	1.1129842170743993e-14	0.8259470024472717	0.84	0.664
Myeloid	RP11-386I14.4	2.53121920880812e-10	1.2067791221969582e-14	0.9148768813812322	0.4	0.152
Myeloid	TAOK3	2.7033505682004986e-10	1.288844132634326e-14	0.7426704663703175	0.54	0.278
Myeloid	RAB32	2.8581063955580404e-10	1.362625218382856e-14	0.6985575554446775	0.5	0.208
Myeloid	ADORA3	3.121979916895452e-10	1.488429042620001e-14	0.2503142816265841	0.11	0.001
Myeloid	RPL28	3.3013160644398913e-10	1.573928993773488e-14	0.588509773498993	0.99	0.968
Myeloid	ITGB2-AS1	4.0734209968526647e-10	1.9420362321109248e-14	0.36317390815883627	0.16	0.006
Myeloid	IFI44L	5.099967469744688e-10	2.4314505219283376e-14	0.7329216405633118	0.29	0.088
Myeloid	GPR82	5.166649252656037e-10	2.4632415984057388e-14	0.5455288140767265	0.25	0.025
Myeloid	P2RX7	7.881409329562793e-10	3.7575253061086024e-14	0.2980145359240716	0.19	0.012
Myeloid	NR4A2	8.210769444726438e-10	3.9145503908111744e-14	1.0440871467896347	0.75	0.508
Myeloid	FUOM	8.576236808240636e-10	4.0887898966582296e-14	0.49177801775232155	0.35	0.109
Myeloid	GPAT3	8.637346321370979e-10	4.117924348686998e-14	0.4052270502289173	0.18	0.019
Myeloid	DBNL	1.0281441061816557e-09	4.9017597434167136e-14	0.6791218099331228	0.6	0.395
