id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	Germ.PGC|Germ.PGC	Germ.PGC|Somatic.OSE	Germ.PGC|Somatic.preGC_IIa	Somatic.OSE|Germ.PGC	Somatic.OSE|Somatic.OSE	Somatic.OSE|Somatic.preGC_IIa	Somatic.preGC_IIa|Germ.PGC	Somatic.preGC_IIa|Somatic.OSE	Somatic.preGC_IIa|Somatic.preGC_IIa	Germ.oogonia_STRA8|Germ.oogonia_STRA8	Germ.oogonia_STRA8|Germ.oogonia_meiotic	Germ.oogonia_STRA8|Somatic.preGC_IIb	Germ.oogonia_meiotic|Germ.oogonia_STRA8	Germ.oogonia_meiotic|Germ.oogonia_meiotic	Germ.oogonia_meiotic|Somatic.preGC_IIb	Somatic.preGC_IIb|Germ.oogonia_STRA8	Somatic.preGC_IIb|Germ.oogonia_meiotic	Somatic.preGC_IIb|Somatic.preGC_IIb	Germ.oocyte|Germ.oocyte	Germ.oocyte|Somatic.granulosa	Somatic.granulosa|Germ.oocyte	Somatic.granulosa|Somatic.granulosa
CPI-SS0CBB9D57D	LRFN5_PTPRF	simple:Q96NI6	simple:P10586	LRFN5	PTPRF	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	1.3639999999999999																						
CPI-SC0114881C6	IL2_IL2_receptor_HA	simple:P60568	complex:IL2_receptor_HA	IL2		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC0DE80D39C	IL2_IL2_receptor_I	simple:P60568	complex:IL2_receptor_I	IL2		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC0047E083C	IL20_IL20_receptor_Type_II	simple:Q9NYY1	complex:IL20_receptor_Type_II	IL20		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC0F4F95585	IL26_IL26_receptor	simple:Q9NPH9	complex:IL26_receptor	IL26		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC025EE7104	IL37_IL37_receptor	simple:Q9NZH6	complex:IL37_receptor	IL37		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC0C37FB4AC	IL5_IL5_receptor	simple:P05113	complex:IL5_receptor	IL5		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC0E81D7329	IL6_IL6_receptor	simple:P05231	complex:IL6_receptor	IL6		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC0089DC473	IL7_IL7_receptor	simple:P13232	complex:IL7_receptor	IL7		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC0240A44BC	RAET1E_NKG2D_II_receptor	simple:Q8TD07	complex:NKG2D_II_receptor	RAET1E		True	False	True	curated	False	Ligand-Receptor	Signaling by Killer Cell Lectin Like Receptor K1	1.3639999999999999																						
CPI-SC01BC018A0	IL1B_IL1_receptor_inhibitor	simple:P01584	complex:IL1_receptor_inhibitor	IL1B		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC0A30300BD	RAET1G_NKG2D_II_receptor	simple:Q6H3X3	complex:NKG2D_II_receptor	RAET1G		True	False	True	curated	False	Ligand-Receptor	Signaling by Killer Cell Lectin Like Receptor K1	1.3639999999999999																						
CPI-SC0629FB330	IL1A_IL1_receptor_inhibitor	simple:P01583	complex:IL1_receptor_inhibitor	IL1A		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC0D5A18C2E	IL1B_IL1_receptor	simple:P01584	complex:IL1_receptor	IL1B		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC01610499E	IFNL3_Type_III_IFNR	simple:Q8IZI9	complex:Type_III_IFNR	IFNL3		True	False	True	curated	False	Ligand-Receptor	Signaling by Interferon	1.3639999999999999																						
CPI-SC04BFAF330	IFNL3_IL28_receptor	simple:Q8IZI9	complex:IL28_receptor	IFNL3		True	False	True	curated	False	Ligand-Receptor	Signaling by Interferon	1.3639999999999999																						
CPI-CC0D8A77C69	IL35_IL35_receptor	complex:IL35	complex:IL35_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-CC0B5110FC9	IL27_IL27_receptor	complex:IL27	complex:IL27_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC0104DF8E5	IL10_IL10_receptor	simple:P22301	complex:IL10_receptor	IL10		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC0409FF431	IL11_IL11_receptor	simple:P20809	complex:IL11_receptor	IL11		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-CC025CA2E0D	IL12_IL12_receptor	complex:IL12	complex:IL12_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-CC08EF3C145	IL23_IL23_receptor	complex:IL23	complex:IL23_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC0B433D463	IL13_IL13_receptor	simple:P35225	complex:IL13_receptor	IL13		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SS066FBE098	IL13_IL13RA2	simple:P35225	simple:Q14627	IL13	IL13RA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC0C6EBD4D8	IL15_IL15_receptor	simple:P40933	complex:IL15_receptor	IL15		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC0BB896AE4	IL17C_IL17_receptor_AE	simple:Q9P0M4	complex:IL17_receptor_AE	IL17C		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC04A53DBF4	IL19_IL20_receptor_Type_I	simple:Q9UHD0	complex:IL20_receptor_Type_I	IL19		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC011731570	IL20_IL20_receptor_Type_I	simple:Q9NYY1	complex:IL20_receptor_Type_I	IL20		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC0A7A5EEB3	IL1A_IL1_receptor	simple:P01583	complex:IL1_receptor	IL1A		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-SC06CA2BDAB	IL1RN_IL1_receptor	simple:P18510	complex:IL1_receptor	IL1RN		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	1.3639999999999999																						
CPI-CS040CDD259	b-Endorphin_byPOMC_OPRK1	complex:b-Endorphin_byPOMC	simple:P41145		OPRK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Proopiomelanocortin	1.3639999999999999																						
CPI-SC07B215915	ULBP1_NKG2D_II_receptor	simple:Q9BZM6	complex:NKG2D_II_receptor	ULBP1		False	True	True	curated	False	Ligand-Receptor	Signaling by Killer Cell Lectin Like Receptor K1	1.3639999999999999																						
CPI-SC059E0FCB6	ULBP3_NKG2D_II_receptor	simple:Q9BZM4	complex:NKG2D_II_receptor	ULBP3		False	False	True	curated	False	Ligand-Receptor	Signaling by Killer Cell Lectin Like Receptor K1	1.3639999999999999																						
CPI-CS0215886EA	LTC4_byLTC4S_CYSLTR1	complex:LTC4_byLTC4S	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-CS0C1CAC8F7	LipoxinA4_byALOX12_CYSLTR1	complex:LipoxinA4_byALOX12	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-CS0891F5216	LeukotrieneC4_byLTC4S_CYSLTR1	complex:LeukotrieneC4_byLTC4S	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-CS087E1C654	LipoxinA4_byALOX5_CYSLTR1	complex:LipoxinA4_byALOX5	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-CS08225A985	LeukotrieneE4_byDPEP1_CYSLTR2	complex:LeukotrieneE4_byDPEP1	simple:Q9NS75		CYSLTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-CS058C0BB88	LeukotrieneE4_byDPEP2_CYSLTR2	complex:LeukotrieneE4_byDPEP2	simple:Q9NS75		CYSLTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-CS0208210C9	LeukotrieneE4_byDPEP3_CYSLTR2	complex:LeukotrieneE4_byDPEP3	simple:Q9NS75		CYSLTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-CS0E87D8FFA	LTD4_byGGT1_CYSLTR2	complex:LTD4_byGGT1	simple:Q9NS75		CYSLTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-CS0A0F970F5	LeukotrieneD4_byGGT1_CYSLTR2	complex:LeukotrieneD4_byGGT1	simple:Q9NS75		CYSLTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-CS077A507B6	LTC4_byLTC4S_CYSLTR2	complex:LTC4_byLTC4S	simple:Q9NS75		CYSLTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-CS01FC3CF4D	LeukotrieneC4_byLTC4S_CYSLTR2	complex:LeukotrieneC4_byLTC4S	simple:Q9NS75		CYSLTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-CS0957C3253	LeukotrieneD4_byGGT1_GPR17	complex:LeukotrieneD4_byGGT1	simple:Q13304		GPR17	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-CS0AFE4D0CB	LeukotrieneB4_byLTA4H_GPR17	complex:LeukotrieneB4_byLTA4H	simple:Q13304		GPR17	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-CS00DCACEEE	LeukotrieneC4_byLTC4S_GPR17	complex:LeukotrieneC4_byLTC4S	simple:Q13304		GPR17	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-CS047D9C0D7	LeukotrieneB4_byLTA4H_LTB4R	complex:LeukotrieneB4_byLTA4H	simple:Q15722		LTB4R	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-CS0C4ABE334	LeukotrieneD4_byGGT1_CYSLTR1	complex:LeukotrieneD4_byGGT1	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-SC013345660	ULBP2_NKG2D_II_receptor	simple:Q9BZM5	complex:NKG2D_II_receptor	ULBP2		True	False	True	curated	False	Ligand-Receptor	Signaling by Killer Cell Lectin Like Receptor K1	1.3639999999999999																						
CPI-CS066F8F865	LTD4_byGGT1_CYSLTR1	complex:LTD4_byGGT1	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-CS048E474A5	LeukotrieneE4_byDPEP2_CYSLTR1	complex:LeukotrieneE4_byDPEP2	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-SC0324880F8	MICA_NKG2D_II_receptor	simple:Q29983	complex:NKG2D_II_receptor	MICA		False	False	True	curated	False	Ligand-Receptor		1.3639999999999999																						
CPI-SC00BFC481D	MICB_NKG2D_II_receptor	simple:Q29980	complex:NKG2D_II_receptor	MICB		False	False	True	curated	False	Ligand-Receptor		1.3639999999999999																						
CPI-SS075D9B9AD	KNG1_BDKRB1	simple:P01042	simple:P46663	KNG1	BDKRB1	True	False	True	curated	False	Ligand-Receptor	Signaling by Kininogen	1.3639999999999999																						
CPI-SS0F21F1570	KNG1_BDKRB2	simple:P01042	simple:P30411	KNG1	BDKRB2	True	False	True	curated	False	Ligand-Receptor	Signaling by Kininogen	1.3639999999999999																						
CPI-SS0E9F84F1F	LEFTY1_TDGF1	simple:O75610	simple:P13385	LEFTY1	TDGF1	True	False	False	curated	False	Ligand-Receptor	Signaling by Left-right determination factor	1.3639999999999999																						
CPI-SS033A27302	LEFTY2_TDGF1	simple:O00292	simple:P13385	LEFTY2	TDGF1	True	False	False	curated	False	Ligand-Receptor	Signaling by Left-right determination factor	1.3639999999999999																						
CPI-SS025C8F785	CLEC2B_KLRF1	simple:Q92478	simple:Q9NZS2	CLEC2B	KLRF1	False	True	True	curated	False	Ligand-Receptor	Signaling by Leptin	1.3639999999999999																						
CPI-SS0E0D00210	LRRC4B_PTPRD	simple:Q9NT99	simple:P23468	LRRC4B	PTPRD	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	1.3639999999999999																						
CPI-SS0FA9304CE	LRFN4_PTPRD	simple:Q6PJG9	simple:P23468	LRFN4	PTPRD	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	1.3639999999999999																						
CPI-SS081E1A895	LRFN5_PTPRD	simple:Q96NI6	simple:P23468	LRFN5	PTPRD	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	1.3639999999999999																						
CPI-SS08069FE13	NLGN3_PTPRD	simple:Q9NZ94	simple:P23468	NLGN3	PTPRD	False	False	True	curated	False	Ligand-Receptor	Signaling by Neuroligin	1.3639999999999999																						
CPI-SS0522C3A29	SLITRK1_PTPRD	simple:Q96PX8	simple:P23468	SLITRK1	PTPRD	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.3639999999999999																						
CPI-SS09B85D556	SLITRK2_PTPRD	simple:Q9H156	simple:P23468	SLITRK2	PTPRD	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.3639999999999999																						
CPI-SS044E718AF	SLITRK3_PTPRD	simple:O94933	simple:P23468	SLITRK3	PTPRD	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.3639999999999999																						
CPI-CS0150916A7	LeukotrieneE4_byDPEP1_CYSLTR1	complex:LeukotrieneE4_byDPEP1	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-CS0C89AD6A7	LeukotrieneE4_byDPEP3_CYSLTR1	complex:LeukotrieneE4_byDPEP3	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	1.3639999999999999																						
CPI-CS07508694A	SerotoninDopamin_byDDC_HTR4	complex:SerotoninDopamin_byDDC	simple:Q13639		HTR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin/Dopamine	1.3639999999999999																						
CPI-SS0F5177C81	TAC3_TACR3	simple:Q9UHF0	simple:P29371	TAC3	TACR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Tachykinins	1.3639999999999999																						
CPI-CS0CD8CD69F	5-HT_byTPH2_and_SLC18A1_HTR6	complex:5-HT_byTPH2_and_SLC18A1	simple:P50406		HTR6	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	1.3639999999999999																						
CPI-SC062B25672	WNT1_FZD8_LRP5	simple:P04628	complex:FZD8_LRP5	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC039BEEDE4	WNT10A_FZD8_LRP5	simple:Q9GZT5	complex:FZD8_LRP5	WNT10A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC04590CF27	WNT11_FZD8_LRP5	simple:O96014	complex:FZD8_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0277D6476	WNT16_FZD8_LRP5	simple:Q9UBV4	complex:FZD8_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0B4E996CD	WNT2_FZD8_LRP5	simple:P09544	complex:FZD8_LRP5	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0DBD2C78A	WNT2B_FZD8_LRP5	simple:Q93097	complex:FZD8_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0376B7DC8	WNT9B_FZD7_LRP6	simple:O14905	complex:FZD7_LRP6	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0596FD9F6	WNT3_FZD8_LRP5	simple:P56703	complex:FZD8_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC07D38F0B5	WNT4_FZD8_LRP5	simple:P56705	complex:FZD8_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC07DA6989D	WNT5A_FZD8_LRP5	simple:P41221	complex:FZD8_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0C1671F4D	WNT5B_FZD8_LRP5	simple:Q9H1J7	complex:FZD8_LRP5	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0185A7BDE	WNT6_FZD8_LRP5	simple:Q9Y6F9	complex:FZD8_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0B6D1BF72	WNT7A_FZD8_LRP5	simple:O00755	complex:FZD8_LRP5	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC06EFB9697	WNT7B_FZD8_LRP5	simple:P56706	complex:FZD8_LRP5	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0889E4F05	WNT3A_FZD8_LRP5	simple:P56704	complex:FZD8_LRP5	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC027A5CF3D	WNT8A_FZD8_LRP5	simple:Q9H1J5	complex:FZD8_LRP5	WNT8A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0C6A402E9	WNT9A_FZD7_LRP6	simple:O14904	complex:FZD7_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0A0207B24	WNT8A_FZD7_LRP6	simple:Q9H1J5	complex:FZD7_LRP6	WNT8A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0A41E0EEB	WNT8B_FZD7_LRP5	simple:Q93098	complex:FZD7_LRP5	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC02FD11A30	WNT9A_FZD7_LRP5	simple:O14904	complex:FZD7_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0F2E04267	WNT9B_FZD7_LRP5	simple:O14905	complex:FZD7_LRP5	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0B8DA0A10	WNT1_FZD7_LRP6	simple:P04628	complex:FZD7_LRP6	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0D837BE1B	WNT11_FZD7_LRP6	simple:O96014	complex:FZD7_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC067A0FAD8	WNT16_FZD7_LRP6	simple:Q9UBV4	complex:FZD7_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC09FA2DFEB	WNT8B_FZD7_LRP6	simple:Q93098	complex:FZD7_LRP6	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0F9BC4D34	WNT2_FZD7_LRP6	simple:P09544	complex:FZD7_LRP6	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC07CD59D6A	WNT3A_FZD7_LRP6	simple:P56704	complex:FZD7_LRP6	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC006CB27E1	WNT4_FZD7_LRP6	simple:P56705	complex:FZD7_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC00FA2B152	WNT5A_FZD7_LRP6	simple:P41221	complex:FZD7_LRP6	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC059D7F9EE	WNT5B_FZD7_LRP6	simple:Q9H1J7	complex:FZD7_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0B5A3F59F	WNT7A_FZD7_LRP6	simple:O00755	complex:FZD7_LRP6	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0BFCEDA56	WNT7B_FZD7_LRP6	simple:P56706	complex:FZD7_LRP6	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC06C2EDE8B	WNT3_FZD7_LRP6	simple:P56703	complex:FZD7_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC01CC760EE	WNT8B_FZD8_LRP5	simple:Q93098	complex:FZD8_LRP5	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0F68FD442	WNT9A_FZD8_LRP5	simple:O14904	complex:FZD8_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0908CF012	WNT9B_FZD8_LRP5	simple:O14905	complex:FZD8_LRP5	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC09DD54D04	WNT9A_FZD9_LRP5	simple:O14904	complex:FZD9_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0B7AFE8F9	WNT9B_FZD9_LRP5	simple:O14905	complex:FZD9_LRP5	WNT9B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC09FC5B2A7	WNT1_FZD9_LRP6	simple:P04628	complex:FZD9_LRP6	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC01B29532D	WNT11_FZD9_LRP6	simple:O96014	complex:FZD9_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC00DA032E2	WNT16_FZD9_LRP6	simple:Q9UBV4	complex:FZD9_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0259C1693	WNT2_FZD9_LRP6	simple:P09544	complex:FZD9_LRP6	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0A8070937	WNT8B_FZD9_LRP5	simple:Q93098	complex:FZD9_LRP5	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0ECADFABF	WNT2B_FZD9_LRP6	simple:Q93097	complex:FZD9_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC01AAA545F	WNT3A_FZD9_LRP6	simple:P56704	complex:FZD9_LRP6	WNT3A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC052B6F4F3	WNT4_FZD9_LRP6	simple:P56705	complex:FZD9_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC01FD57BC9	WNT5A_FZD9_LRP6	simple:P41221	complex:FZD9_LRP6	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC08CF56014	WNT5B_FZD9_LRP6	simple:Q9H1J7	complex:FZD9_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC07F8A4C81	WNT6_FZD9_LRP6	simple:Q9Y6F9	complex:FZD9_LRP6	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC088BCE7ED	WNT7A_FZD9_LRP6	simple:O00755	complex:FZD9_LRP6	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC05CCD8E17	WNT3_FZD9_LRP6	simple:P56703	complex:FZD9_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC09A735D6F	WNT8A_FZD9_LRP5	simple:Q9H1J5	complex:FZD9_LRP5	WNT8A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0B4814E5F	WNT7B_FZD9_LRP5	simple:P56706	complex:FZD9_LRP5	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0F159BD5A	WNT7A_FZD9_LRP5	simple:O00755	complex:FZD9_LRP5	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC03947D5B8	WNT1_FDZ8_RYK	simple:P04628	complex:FDZ8_RYK	WNT1		True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0CF9E0563	WNT3_FDZ8_RYK	simple:P56703	complex:FDZ8_RYK	WNT3		True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC03686CF16	WNT3A_FDZ8_RYK	simple:P56704	complex:FDZ8_RYK	WNT3A		True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC092468258	WNT5A_FDZ8_RYK	simple:P41221	complex:FDZ8_RYK	WNT5A		True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC04092E808	WNT1_FZD9_LRP5	simple:P04628	complex:FZD9_LRP5	WNT1		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
CPI-SC0B95D4E55	WNT11_FZD9_LRP5	simple:O96014	complex:FZD9_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.3639999999999999																						
